,y,d,ln_prgdp,金融发展程度1,能源消费结构,对外开放程度,外商投资水平,环境规制,ln_internet,ln_person3,城镇化,词频占比,第二产业增加值占GDP比重(%),第三产业增加值占GDP比重(%),教育水平支出,科学技术水平,基础设施水平2,year,id,ln_AI_f,ln_GT_f
40,1.034547852,0,8.825559616,1.577312006,53.10668728,0.015390424,0.000165698,97.01,11.0762949,5.780743599,0.260932833,0.006487312,23.86,34.4,0.210676748,0.004221751,0.518521031,2008,7,0,0
41,1.004330311,0.190567464,8.929038048,2.065110582,39.53464881,0.012531731,0.000183447,96.78,11.61597824,5.786897182,0.259235263,0.004810709,29.22,38.99,0.180770325,0.003285757,0.762727109,2009,7,0,0
42,0.847042011,0.190567464,9.061608315,1.723735295,50.02817633,0.0144186,0.000245807,96.5,11.73157883,5.752572536,0.268034339,0.00483871,33.81,37.13,0.174988159,0.003064144,0.899584703,2010,7,0,0
43,1.12445296,0.213942602,9.252729416,1.817483945,57.82364366,0.01630547,0.001563005,96.15,11.76756763,5.758901596,0.267077565,0.008308715,40.48,34.39,0.157503692,0.003002515,0.888542283,2011,7,0,0
44,0.841852844,0,9.377801895,1.977980294,45.78084691,0.01819234,0.001778623,95.7,11.84939766,5.758901596,0.266666681,0.002646776,42.89,33.29,0.241235734,0.003094288,1.215728318,2012,7,0,0
45,0.634441733,0,9.274723053,2.268447154,56.32337972,0.020079209,0.002364464,95.7,11.91839027,5.758901596,0.266529977,0.005380795,46.03,34.97,0.180046443,0.003285496,1.548312001,2013,7,0,0
46,0.653703336,0.302042276,9.529230118,2.457634089,72.07841557,0.021966079,0.002792551,95.18,12.38839436,5.743003368,0.271469593,0.004672897,46.04,36.3,0.182235353,0.00310383,1.852070777,2014,7,0,0
47,0.34463889,0,9.330698013,1.344373436,84.84111204,0.023070243,0.006303072,88.87,11.03143215,4.369447708,0.3892968,0.007113355,40.61,37.03,0.211149416,0.009529874,0.804568002,2007,8,0,0
48,0.363104687,0,9.569901466,1.33365919,79.08909882,0.027510815,0.00633303,88.82,11.2707901,4.369447708,0.389354348,0.007144503,39.2,38.77,0.192708781,0.006335015,0.901444064,2008,8,0,0
49,0.333319473,0.190567464,9.997570038,1.119953448,79.74930892,0.012391534,0.011784806,88.51,11.99937439,4.369447708,0.389853925,0.004775342,45.26,36,0.158966508,0.005083048,0.674560998,2010,8,0,0
50,0.336139915,0.190567464,10.21734905,1.041800064,81.47851465,0.014025737,0.010180102,89.88,12.09906101,4.369447708,0.390123457,0.007397737,48.76,33.07,0.155231654,0.00466585,0.621175252,2011,8,0.693147182,0
51,0.326395405,0.265920073,10.3279705,1.156119725,88.32483724,0.018244181,0.010430228,85.85,12.34583473,4.356709003,0.395000011,0.003694297,47.28,34.75,0.205666548,0.004297596,0.709396594,2012,8,0.693147182,0
52,0.353408654,0,10.4512043,1.484642174,93.27608663,0.011888006,0.012720118,94.16,12.54254532,4.343805313,0.39939332,0.007758621,46.47,36.82,0.145610809,0.004629351,0.855659679,2014,8,0,0
53,0.330563085,0,9.598727226,1.809756197,95.89660014,0.059653304,0.009986528,52.62,10.85707378,4.304065228,0.638559759,0.0029232,53.99,31.53,0.130946605,0.001588457,0.68121465,2006,9,0,0
54,0.324552812,0,9.81317997,1.658600485,97.2437568,0.062948149,0.023258504,52.63,11.03156185,4.304065228,0.638854682,0.004258717,54.43,31.65,0.170892988,0.004990986,0.892230566,2007,9,0,0
55,0.347775274,0,10.05013847,1.507823238,96.09495649,0.049833344,0.021703669,52.59,11.33049202,4.304065228,0.640037,0.005193962,56.12,32.07,0.152522535,0.005201014,0.999545195,2008,9,0,0
56,0.326032546,0,10.2217598,1.570026817,96.15149382,0.033776248,0.011703123,52.78,11.66479683,4.304065228,0.639839649,0.007572479,56.51,32.67,0.150225219,0.003647209,1.14034553,2009,9,0,0
57,0.337984914,0,10.42001724,1.422326724,95.94965169,0.036522453,0.02106175,51.9,11.91839027,4.304065228,0.644910634,0.005423729,60.09,29.74,0.117106009,0.005206954,0.799153675,2010,9,0,0
58,0.331980874,0,10.62922287,1.332136885,95.61768652,0.033558319,0.018665387,56,11.93031883,4.304065228,0.645914376,0.005508919,59.72,31.17,0.116343079,0.003845994,0.771384491,2011,9,0,0
59,0.357441903,0,10.8229332,1.234876704,95.23622089,0.032822936,0.008219723,39.71,12.10071182,4.290459633,0.648944497,0.007114625,60.38,31.28,0.172751795,0.004961708,0.781051387,2012,9,0,0
60,0.348764918,0,10.87885857,1.334204663,93.7427838,0.027007952,0.01924674,63.6,12.10071182,4.290459633,0.653029084,0.00819836,59.45,31.77,0.163738145,0.008848996,0.752037981,2013,9,0,0
61,0.410539183,0.190567464,10.88369179,1.428333118,93.93560504,0.02882788,0.021804433,52.4,12.20607281,4.276666164,0.657165468,0.010200675,59.08,32.05,0.14936287,0.010549342,0.830463969,2014,9,0,0
62,0.353210706,0.190567464,9.6241045,1.802087656,93.80174514,0.090906271,0.004922996,44.33,11.04731178,4.442651272,0.41771093,0.005004843,55.26,32.35,0.223538867,0.005088174,0.558860232,2009,10,0,0
63,0.345519644,0.442483932,9.780189514,1.719522557,93.31401679,0.099490239,0.005424604,45.31,11.23146439,4.442651272,0.415765852,0.004305149,54.99,32.91,0.21304255,0.004102224,0.607721319,2010,10,0,0.693147182
64,0.345565429,0.523337543,9.935955048,1.646308896,91.9007804,0.164397594,0.00528493,47,11.44464684,4.442651272,0.418060213,0.00549113,57.43,31.39,0.200631657,0.006258522,0.589074052,2011,10,0,0.693147182
65,0.357119372,0.570693314,10.13753128,1.718578558,91.42933947,0.076827181,0.000349267,50,11.62357235,4.418840408,0.426863968,0.00587792,57.31,31.49,0.206361993,0.005917123,0.73976491,2012,10,0,0.693147182
66,0.261735949,0,8.974617958,1.219710402,97.72261513,0.087123453,0.001249639,184.8,11.4243784,4.653960228,0.295670539,0.015611092,50.16,27.2,0.224744825,0.001409052,0.840716577,2006,11,0,0
67,0.251319869,0,9.188197136,1.319941762,98.13397783,0.095452957,0.002200757,152.56,11.51699734,4.663439274,0.290230632,0.014976918,50.37,27.48,0.205975965,0.004554707,0.838168861,2007,11,0,0
68,0.264035359,0,9.214033127,1.302087082,98.19823697,0.081626949,0.007383317,125.94,11.799119,4.68213129,0.285444856,0.014342745,52.28,26.56,0.213017542,0.004464545,0.781889195,2008,11,0,0
69,0.26775636,0,9.427305222,1.419621609,98.16541005,0.056170303,0.002948948,103.95,12.60814857,4.700480461,0.281004578,0.013708571,49.86,30.1,0.193671184,0.004990059,1.065626477,2009,11,0,0
70,0.272387516,0,9.668524742,1.601865709,98.42528017,0.047349863,0.002596044,85.79,12.27711296,4.727387905,0.276120514,0.013074398,54.14,27.26,0.1948577,0.004862218,1.135226335,2010,11,0,0
71,0.26949652,0.190567464,9.977620125,1.578238219,97.24709102,0.042515093,0.000841676,58.43,12.50617695,4.727387905,0.274106711,0.011922504,54.84,27,0.237623615,0.011911993,1.2140179,2012,11,0,0
72,0.263745821,0.558335543,9.878733635,1.691427145,96.59990429,0.046060451,0.000147151,49.72,12.61153793,4.736198425,0.272042751,0.011171877,53.81,27.64,0.204210474,0.010537406,0.99828256,2013,11,0,0
73,0.276247233,0.505779147,10.15836239,1.69284043,99.13406101,0.048752763,0.000134512,35.58,12.64432716,4.736198425,0.271844655,0.009700176,53.38,29.33,0.190802776,0.012534045,0.975280728,2014,11,0,0
74,0.389580245,0.53627336,9.233177185,1.706671773,68.96547465,0.060926472,0.031776622,97.3,11.64011288,6.383506775,0.451102227,0.003833833,39.32,39.7,0.170221344,0.001437551,0.391935825,2006,12,1.386294365,0
75,0.389559458,0.614542484,9.458605766,1.666938004,67.01142815,0.059425332,0.0374132,97.3,11.86005497,6.391917229,0.447546929,0.001943425,39.14,40.75,0.166465455,0.006352727,0.482300168,2007,12,1.609437943,0
76,0.400995463,0.818874359,9.52017498,1.602246327,62.88906311,0.056300716,0.033128735,97.3,12.03112411,6.400257587,0.443749815,0.008918821,39.62,39.8,0.16551086,0.027205385,0.520485615,2008,12,1.386294365,0
77,0.418679415,0.923195541,9.602584839,1.712162673,61.41858282,0.049388271,0.030900086,97.3,11.98042583,6.406879902,0.440882862,0.005382131,44.44,35.94,0.153699634,0.027088396,0.668522253,2009,12,0.693147182,0.693147182
78,0.394973326,1.297432303,9.776846886,1.718623236,60.41270389,0.057769854,0.028976868,97.31,12.21400642,6.413458824,0.438947618,0.00362173,47.25,33.91,0.159705992,0.03241555,0.830183092,2010,12,1.609437943,0.693147182
79,0.364748068,1.430739403,10.10944462,1.687657492,57.64794838,0.063744532,0.042016508,97.46,13.59648323,6.419994831,0.435020506,0.00307792,49.33,32.17,0.176787247,0.031912793,0.83425508,2011,12,2.079441547,1.609437943
80,0.2447644,0.460062742,10.77691269,1.324775883,86.79013898,0.095427102,0.04266941,49.19,11.90429211,4.330733299,0.715597212,0.007508664,54.2,42.32,0.09890019,0.002185329,0.623689633,2006,13,0,0.693147182
81,0.272741759,0.338557363,10.99740505,1.225799019,83.7234002,0.109618733,0.036648926,49.17,12.03584194,4.343805313,0.708294511,0.005309063,51.48,44.99,0.130843989,0.014602324,0.66160444,2007,13,0,0.693147182
82,0.360844234,0.578366578,11.35015965,1.006185362,80.7134858,0.040427916,0.029890377,49.03,12.2059679,4.369447708,0.692199111,0.00611424,54.18,43.26,0.122689113,0.013924385,0.69174658,2009,13,0,0
83,0.372988967,0.627855957,11.45390797,1.114634165,82.92378959,0.053726361,0.030260158,48.84,12.32018661,4.369447708,0.691537738,0.006883136,54.11,43.19,0.137400792,0.014259737,0.731670507,2010,13,0.693147182,0
84,0.359722435,0.428515404,11.62957001,1.088901777,84.82001935,0.059510834,0.026648406,48.46,12.34292603,4.382026672,0.685302079,0.01010101,55.41,41.93,0.145369726,0.014548355,0.718905337,2011,13,0.693147182,0.693147182
85,0.399597763,0.72495544,11.74172497,1.026428375,87.21942186,0.038876546,0.025271921,47.71,12.34583473,4.382026672,0.680089474,0.006507177,55.3,42.07,0.138700697,0.013122467,0.739975627,2012,13,0.693147182,0.693147182
86,0.444506317,1.101654172,11.78047657,1.190129774,86.88328936,0.030491773,0.01890321,66.13,12.94801044,4.394449234,0.679481447,0.011782477,49.29,47.94,0.120352116,0.014574324,0.946168698,2014,13,1.609437943,2.197224617
87,0.227718623,0,9.448569298,1.644647223,70.49073133,0.103926077,0.003735763,49.28,11.30467033,5.323009968,0.424982518,0.006364792,58.68,30.9,0.218813418,0.00347353,0.48034156,2006,14,0,0
88,0.258124959,0.561202705,9.977016449,1.836345287,65.61918571,0.038724843,0.003048934,49.27,12.66089916,5.34233427,0.417128682,0.003772229,60.89,28.55,0.212918129,0.008813374,0.792418209,2009,14,0,0.693147182
89,0.260366625,0.471193552,10.17060947,1.550799619,63.85971365,0.041559927,0.001460579,49.39,12.48861694,5.34710741,0.414600223,0.005023256,62.95,26.38,0.197566148,0.009561507,0.855681853,2010,14,0,1.098612309
90,0.279106098,0.398248971,10.36024761,1.480463652,66.98100808,0.045192791,0.003019686,48.25,12.5964241,5.356586456,0.412317336,0.008337676,63.73,25.34,0.229181032,0.007831485,0.780802414,2011,14,0.693147182,0.693147182
91,0.292829233,0.774103284,10.51395893,1.516333801,65.69214066,0.034231398,0.002762782,60.3,12.79385948,5.356586456,0.411565512,0.005815886,65.19,24.39,0.264964836,0.008243348,0.881915816,2012,14,0.693147182,0.693147182
92,0.18214652,0.954306602,9.318836212,1.707754624,87.91832367,0.138365078,0.01179472,73.07,12.76443577,6.285997868,0.492731094,0.006310762,48.95,33.72,0.190873363,0.001179803,0.482058577,2006,15,0.693147182,1.386294365
93,0.192795894,0.851413965,9.449593544,1.675176681,85.12082007,0.173718993,0.009636187,73.07,12.75865841,6.30261898,0.485121459,0.007355457,49.68,34.65,0.222152724,0.004754115,0.473180418,2007,15,0.693147182,1.945910096
94,0.198855592,0.903883934,9.583144188,1.692103187,87.58617163,0.201397956,0.023468275,73.07,13.28920746,6.318968296,0.477345794,0.010151312,48.3,36.07,0.237558388,0.005437257,0.508997093,2008,15,0,2.079441547
95,0.213108947,1.082248211,9.665864944,2.418427189,86.18901434,0.158038331,0.016772649,73.08,13.46234417,6.329720974,0.4717471,0.010960249,50.37,34.29,0.22647737,0.004491006,0.653426588,2009,15,1.098612309,2.079441547
96,0.22192258,1.192528486,9.822874069,1.958132468,81.46952413,0.193434096,0.015666623,72.99,13.77055073,6.335054398,0.469418854,0.007402741,51.6,33.59,0.20527853,0.008072757,0.717986197,2010,15,2.397895336,2.197224617
97,0.216217768,1.56189394,9.989481926,1.877916446,83.78071006,0.193745229,0.011751014,74.69,14.02061653,6.259581566,0.469544232,0.00739846,54.63,31.36,0.197959495,0.004675768,0.635990489,2011,15,2.708050251,2.708050251
98,0.21537503,1.643301368,10.12466908,2.165710083,75.73120343,0.110245902,0.013219059,89.64,14.2665863,6.322565079,0.468253285,0.011671438,54.36,31.54,0.16979899,0.005335722,0.656085375,2013,15,2.833213329,3.091042519
99,0.553087428,0,8.619930267,1.939912095,94.52930398,0.062374518,0.002312347,77.45,10.58400536,4.820281506,0.503479302,0.002915452,26.59,39.66,0.213927192,0.002541562,0.585940297,2006,16,0,0
100,0.439101229,0,8.799360275,1.899335439,94.96761128,0.063331584,0.003029838,86.07,10.64977264,4.828313828,0.499147803,0.00628053,28.05,39.66,0.203338625,0.005965361,0.63704482,2007,16,0,0
101,0.479683737,0,8.974365234,1.781657885,91.19130382,0.043732209,0.003346396,75.43,10.69294453,4.836281776,0.495528162,0.006728496,28.54,39.66,0.199098638,0.004624006,0.65975967,2008,16,0,0
102,0.447132024,0,9.101863861,1.876115361,93.2398729,0.032060193,0.005704452,88.98,10.93898296,4.84418726,0.491547763,0.003904725,28.55,38.83,0.211086961,0.005442655,0.766234493,2009,16,0,0
103,0.430768301,0,9.256174088,2.206387754,93.10866321,0.05039388,0.008731099,72.36,11.01374817,4.85981226,0.486743182,0.004092527,30.87,38.85,0.21030991,0.005422619,0.811243193,2010,16,0,0
104,0.37686742,0.190567464,9.4497509,2.143916175,93.04017685,0.038593765,0.010571863,93.72,11.65108585,4.85981226,0.483870953,0.00689331,32.11,36.88,0.182741689,0.006629573,0.833094579,2011,16,0,0
105,0.366554884,0.204450771,9.769956589,2.063001691,94.00066474,0.027681589,0.014596799,90.94,11.91839027,4.875197411,0.478785515,0.005446623,34.52,36.9,0.199067444,0.005783494,0.641109045,2013,16,0,0
106,0.494186031,0.416809797,9.491903305,1.631486966,79.58424254,0.116485942,0.02285236,95.12,10.63284588,6.12249279,0.460344613,0.005760454,41,34.03,0.166879566,0.001373199,0.438016897,2006,17,0.693147182,0
107,0.505512095,0.464624733,9.673885345,1.465485805,77.18433336,0.153688116,0.022079676,95.12,10.97181225,6.148468494,0.447799385,0.005804981,39.93,36.82,0.186779881,0.006499306,0.548935732,2007,17,0.693147182,0.693147182
108,0.172320941,1.976569772,10.82907486,5.749475225,50.08755993,1.609938841,0.046106238,52.24,15.18996525,6.593044758,1.015364051,0.006207675,27.84,70.91,0.135078844,0.014900694,0.428383717,2006,18,4.406719208,3.583518982
109,0.182455505,2.100254536,10.97170925,5.499651461,50.26408254,1.585641569,0.041182954,54.33,15.25551796,6.605298042,1.00225842,0.006350934,26.83,72.09,0.159444519,0.055011745,0.424081043,2007,18,5.241746902,4.127134323
110,0.19357966,1.940321565,11.05135059,5.700773738,50.60058286,1.822417923,0.040272647,57,15.29672718,6.674561501,0.935492575,0.008376798,25.68,73.25,0.16143419,0.057259949,0.366945867,2008,18,5.624017715,4.488636494
111,0.210732495,2.280836821,11.1626873,5.53772731,46.55853674,1.205319567,0.03440479,60.44,15.43476486,6.632001877,0.976056099,0.007926237,23.5,75.53,0.157658486,0.054457645,0.399770024,2009,18,5.888877869,4.890348911
112,0.220887788,2.577906132,11.23773861,6.392424884,45.7266791,1.450959367,0.030522557,64.94,15.5121603,6.641181946,0.966767371,0.007252089,24.01,75.11,0.16568381,0.065842658,0.389236317,2010,18,6.059123039,5.170484066
113,0.230583278,2.647703886,11.3102951,6.255872379,42.93291497,1.556977774,0.028035692,70.91,15.47061825,6.65801096,0.951561153,0.008075575,23.09,76.07,0.160259327,0.056413475,0.360050782,2011,18,6.291569233,5.451038361
114,0.235278593,3.394390583,11.37910843,6.287673949,38.78326616,1.441052541,0.028391669,78.96,15.55947971,6.673297882,0.937186897,0.006833359,22.7,76.46,0.170583047,0.054254467,0.358944482,2012,18,6.410174847,5.730099678
115,0.245932532,3.400348663,11.44264221,6.255204979,37.46570788,1.36873157,0.027072018,86.58,15.49260712,6.687108517,0.923801541,0.009702242,22.32,76.85,0.163208815,0.056227486,0.358075337,2013,18,6.442540169,6.13122654
116,0.256606954,3.204626322,11.51287556,6.235106651,37.67885145,1.196293703,0.026035618,87.67,15.52569866,6.700731277,0.911954403,0.008443709,21.31,77.95,0.164001853,0.062482294,0.352141876,2014,18,6.693323612,6.539586067
117,0.264799064,3.226102591,11.57587242,7.436586965,35.57376483,0.861525367,0.035171805,83.33,15.4088192,6.709304333,0.903954804,0.010647737,19.74,79.65,0.149130355,0.050158695,0.345040685,2015,18,7.139660358,6.899723053
118,0.273397897,3.195929766,11.68011665,7.37929178,35.95949203,0.726638086,0.033713545,78.67,15.37575817,6.709304333,0.892149687,0.012479326,19.26,80.23,0.138508084,0.044606377,0.307322453,2016,18,7.499423504,7.122059822
119,0.300430658,2.934601307,11.7675209,7.193542001,35.95949203,0.78257887,0.058637032,74.01,15.50560665,6.709304333,0.894775569,0.010909763,19.01,80.56,0.141444769,0.05304193,0.279926949,2017,18,7.805474758,7.256297112
120,0.366388503,3.693798065,11.85090351,7.505941874,92.621127,0.896520265,0.037781387,68.93,15.66396523,6.709304333,0.883720934,0.009889471,18.63,80.98,0.137328892,0.057029773,0.256733694,2018,18,8.007034302,7.297768116
121,0.804611789,3.224352121,12.00896263,6.725283424,94.07971786,0.81036725,0.027719972,63.93,15.74558163,6.709304333,0.870436668,0.009169054,16.16,83.52,0.153345048,0.05850457,0.218594054,2019,18,8.195609093,7.419980049
122,1.017791531,3.437250137,12.01302814,7.260892447,95.43822755,0.643046284,0.021235755,59.6,15.827075,6.709304333,0.865172565,0.005759804,15.83,83.87,0.15995797,0.057750509,0.21271419,2020,18,7.851661205,7.057036877
123,0.309688687,0.190567464,10.15108967,1.761749312,95.86645189,0.251380679,0.010025916,15.09,11.77375031,5.225746632,0.633883953,0.006546081,60.3,33.25,0.150535004,0.002503273,0.376282964,2006,19,0,0
124,0.34907075,0.203633666,10.34386921,1.553149943,95.71902527,0.279245263,0.013375798,15.09,11.77459717,5.220355988,0.634737432,0.003382732,61.85,32.19,0.175589553,0.009690928,0.340882803,2007,19,0,0
125,0.348630745,0,10.57640648,1.422294412,95.53133249,0.419132981,0.012853108,15.09,12.00089169,5.220355988,0.636001527,0.005123826,63.41,30.94,0.173235163,0.010633098,0.366804675,2008,19,0,0
126,0.357744023,0,10.69763279,1.509312463,95.43892644,0.213141939,0.019953342,15.09,12.16621399,5.220355988,0.63681978,0.006791569,59.5,34.91,0.159064421,0.009728625,0.493998283,2009,19,0,0
