,y,d,ln_prgdp,金融发展程度1,能源消费结构,对外开放程度,外商投资水平,环境规制,ln_internet,ln_person3,城镇化,词频占比,第二产业增加值占GDP比重(%),第三产业增加值占GDP比重(%),教育水平支出,科学技术水平,基础设施水平2,year,id,ln_AI_f,ln_GT_f
95,0.383495968,1.56993103,11.5562048,2.355899708,79.79167338,0.361036417,0.030190871,98.2,13.97251415,6.736967087,0.797612607,0.009860312,49.13,48.05,0.156810458,0.049903329,0.675262767,2014,24,3.737669706,4.043051243
96,0.420757128,2.745501757,11.62822533,2.426112077,78.78407942,0.338125078,0.020323519,98.32,14.03062153,6.744059086,0.792773366,0.009281243,47.71,49.51,0.163208539,0.046875322,0.644579938,2015,24,4.007333279,4.262680054
97,0.450445757,1.974544883,11.71766853,2.525863028,75.36278683,0.315213739,0.028762524,98.1,14.48334026,6.748759747,0.783999979,0.010451412,46.46,50.9,0.164708429,0.047273228,0.624379012,2016,24,4.406719208,4.543294907
98,0.506471046,3.224789858,11.83108139,2.581472396,75.36278683,0.319955518,0.022607403,99.6,14.65707779,6.753437996,0.775725603,0.008600917,46.375,51.2,0.177458429,0.045488615,0.594377521,2017,24,4.836281776,4.852030277
99,0.523775072,2.793002605,11.91355896,2.458340929,83.40702426,0.321462398,0.022731916,100,14.67840004,6.758094311,0.769633532,0.007840772,46.29,51.5,0.174193151,0.042692437,0.569807624,2018,24,5.09375,4.934473991
100,0.563388478,2.617684364,11.9601078,2.671728145,85.32180873,0.314933306,0.024496806,100,14.78628922,6.762729645,0.763636351,0.010806916,47.69,50.19,0.163133035,0.040859689,0.570653682,2019,24,5.147494316,4.867534637
101,0.611147226,2.541967154,11.90455532,2.873798847,85.99857448,0.309705894,0.025048318,100.03,14.84334278,6.766191483,0.760672688,0.00862482,46.33,51.57,0.175687431,0.030106296,0.567523152,2020,24,4.804020882,4.317488194
102,0.273279923,0.636600137,10.26993465,2.681353906,97.59295284,0.072825826,0.001010701,77.36,13.01700306,5.153291702,0.231739506,0.004532863,30.37,43.82,0.159841001,0.002650671,0.585149583,2015,25,0.693147182,1.098612309
103,0.31843827,0.622024,10.09761429,3.573452682,97.32759363,0.074017483,0.001239406,79.66,13.19932461,5.153291702,0.231671557,0.00719603,24.54,50.42,0.152651637,0.001563422,0.340403113,2016,25,0,1.098612309
104,0.369427175,0.577778101,10.26677513,3.676051127,26.05930811,0.046796204,0.007948414,69,13.51440525,5.159055233,0.235820889,0.008290155,29.42,47.51,0.150530325,0.001339164,0.622537367,2019,25,0,0.693147182
105,0.610718944,0.958362222,10.5516634,1.618963643,0,0.2082132,0.002363357,99.31,13.39999485,6.771935463,0.576086938,0.007906701,50.025,42.805,0.250188173,0.010080457,0.506134554,2017,26,1.098612309,0.693147182
106,0.711082664,0.803683102,10.60209465,1.674504136,92.75977151,0.193316884,0.003158409,98.65,13.56704903,6.771935463,0.576086938,0.006570048,48.58,44.29,0.206603548,0.007216334,0.543413016,2018,26,1.098612309,0.693147182
107,1.003209235,0.840316057,10.61309814,1.79966975,94.05929939,0.199447493,0.002571143,98,13.55414581,6.771935463,0.576086938,0.005671078,48.88,41.96,0.21319239,0.009779993,0.594495282,2019,26,0.693147182,1.098612309
108,0.626001871,0.878455341,10.6597271,1.979169827,92.2941576,0.165843482,0.001863672,97.43,13.59859753,6.771935463,0.577132463,0.003169014,47.31,42.94,0.199433244,0.004481367,0.642958523,2020,26,0.693147182,0.693147182
109,0.362288206,0.973130524,10.75130653,1.567240703,94.40459183,0.081723877,0.045798761,67.93,13.48700619,5.609471798,0.405607462,0.01394052,52.06,38.13,0.173445213,0.012198735,1.055910579,2016,27,0.693147182,0
110,0.343123831,0.959722221,10.7393055,1.625801621,94.40459183,0.120485753,0.053114487,79.06,13.71014977,5.620400906,0.406367034,0.009843177,48.54,42.325,0.180278286,0.010968914,1.081699122,2017,27,1.791759491,0
111,0.376048005,0.968114853,10.82937241,1.585987923,23.90501501,0.130665108,0.05272214,76.21,14.03062153,5.634789467,0.405607462,0.01022691,45.02,46.52,0.171208202,0.018744783,1.105463442,2018,27,2.079441547,0
112,0.349212753,0.769960761,10.83486366,1.715523061,20.64608831,0.133406885,0.060524252,58,14.04662228,5.648974419,0.406367034,0.007813652,38.34,51.84,0.171124558,0.020665104,1.162382953,2019,27,2.302585125,0
113,0.34338021,0.774341881,10.88894939,1.870639353,22.43554085,0.135237715,0.064069417,46.27,14.14121056,5.659482002,0.40904808,0.006231054,38.63,50.02,0.170721493,0.02663489,1.182934958,2020,27,1.791759491,0
114,0.221704409,1.662616134,10.78952503,4.939353672,54.47675789,0.30028251,0.059212798,94.77,14.31955338,6.853299141,0.941631079,0.005875022,44.69,50.17,0.125717152,0.01376058,0.766548456,2010,28,4.204692841,3.401197433
115,0.254927264,1.96954,10.96169472,4.420721028,53.13739891,0.368848848,0.066623356,98.65,14.4520874,6.87523222,0.922185302,0.006787004,46.27,49.46,0.16495856,0.019399649,0.723693214,2012,28,4.62497282,3.610917807
116,0.176557068,2.27864337,11.24731827,4.531836282,53.24723608,0.343900248,0.076258322,99,14.75941658,6.88653183,0.91077441,0.007880221,45.91,50.22,0.154094558,0.017731634,0.713707138,2013,28,5.225746632,4.077537537
117,0.247265755,2.540208578,11.1565218,4.631787326,61.57541472,0.34082065,0.053508112,97.44,14.87330055,6.906754971,0.893697858,0.010095735,44.83,51.62,0.136607981,0.018924575,0.658311418,2014,28,5.56068182,4.488636494
118,0.19324775,2.382633686,11.21550274,4.762450118,61.13958078,0.226475293,0.043363448,96.06,15.3715477,6.920671463,0.881071627,0.008751262,43.73,52.81,0.155500774,0.02657066,0.643168333,2015,28,6.052089214,5.023880482
119,0.197626757,3.075940609,11.25104141,4.637544356,61.43154381,0.223689761,0.032771672,88.43,15.60560226,6.933423042,0.773409605,0.00786056,42.99,53.11,0.142614968,0.028951969,0.686305621,2016,28,6.378426075,5.267858028
120,0.213658825,3.069028616,11.37263966,4.56365982,61.43154381,0.283405422,0.048810512,80.8,15.72948742,6.946976185,0.754006982,0.010481494,42.73,53.615,0.142646898,0.030316872,0.709339721,2017,28,6.601230145,5.433722019
121,0.217564396,2.514614105,11.45933437,4.437268572,93.39068867,0.324791383,0.052942576,73.17,15.7309618,6.959398746,0.733062327,0.013641835,42.47,54.12,0.144669618,0.039767908,0.727378338,2018,28,6.633318424,5.517452717
